iri,label,definition_original,definition_enriched
https://www.commoncoreontologies.org/ont00000012,Propulsion Control System,"A Control System that consists of control devices, displays, indicators, or modules designed to control a Propulsion System.","Propulsion Control System is a Control System that consists of control devices, displays, indicators, or modules designed to control a Propulsion System."
https://www.commoncoreontologies.org/ont00000096,Propulsion System,A Material Artifact that is designed to facilitate the movement of material entities from one location to another and which consists of a source of mechanical power and a means of converting this power into propulsive force to generate the movement.,Propulsion System is a Material Artifact that is designed to facilitate the movement of material entities from one location to another and which consists of a source of mechanical power and a means of converting this power into propulsive force to generate the movement.
https://www.commoncoreontologies.org/ont00000715,Prosthesis,A Medical Artifact that is designed to replace a missing body part.,Prosthesis is a Medical Artifact that is designed to replace a missing body part.
https://www.commoncoreontologies.org/ont00000341,Prosthetic Arm,A Prosthesis that is designed to replace a missing arm.,Prosthetic Arm is a Prosthesis that is designed to replace a missing arm.
https://www.commoncoreontologies.org/ont00000673,Prosthetic Foot,A Prosthesis that is designed to replace a missing foot.,Prosthetic Foot is a Prosthesis that is designed to replace a missing foot.
https://www.commoncoreontologies.org/ont00000417,Prosthetic Hand,A Prosthesis that is designed to replace a missing hand.,Prosthetic Hand is a Prosthesis that is designed to replace a missing hand.
https://www.commoncoreontologies.org/ont00000299,Prosthetic Leg,A Prosthesis that is designed to replace a missing leg.,Prosthetic Leg is a Prosthesis that is designed to replace a missing leg.
https://www.commoncoreontologies.org/ont00001265,Public Address System,A Communication System that is designed to allow a Person to speak to a large audience.,A Communication System that is designed to amplify and distribute audio so a speaker can be heard by multiple listeners within a shared space.
https://www.commoncoreontologies.org/ont00000864,Public Safety Artifact Function,"A Service Artifact Function that is realized in processes of preventing and responding to events that could endanger the safety of the general public from significant danger, injury/harm, or damage, such as crimes or disasters (natural or man-made).","Public Safety Artifact Function is a Service Artifact Function that is realized in processes of preventing and responding to events that could endanger the safety of the general public from significant danger, injury/harm, or damage, such as crimes or disasters (natural or man-made)."
https://www.commoncoreontologies.org/ont00000522,Pulsejet Engine,An Air-Breathing Jet Engine that is capable of operating statically and uses intermittent (pulsing) Combustion of the fuel-oxidizer mixture before expelling the exhaust out through the rear Propelling Nozzle to generate Thrust.,Pulsejet Engine is an Air-Breathing Jet Engine that is capable of operating statically and uses intermittent (pulsing) Combustion of the fuel-oxidizer mixture before expelling the exhaust out through the rear Propelling Nozzle to generate Thrust.
https://www.commoncoreontologies.org/ont00000116,Pump,A Fluid Control Artifact that is designed to impart motion to a portion of fluid to transport it within a system through the use of mechanical action.,Pump is a Fluid Control Artifact that is designed to impart motion to a portion of fluid to transport it within a system through the use of mechanical action.
https://www.commoncoreontologies.org/ont00000575,Quality Specification,A Directive Information Content Entity that prescribes some Quality.,Quality Specification is a Directive Information Content Entity that prescribes some Quality.
https://www.commoncoreontologies.org/ont00000289,Radar Imaging Artifact Function,An Imaging Artifact Function that inheres in Artifacts that are designed to produce visual representations of entities using radio waves.,Radar Imaging Artifact Function is an Imaging Artifact Function that inheres in Artifacts that are designed to produce visual representations of entities using radio waves.
